顾客编号,销售金额,销售日期
717,52.4,2015-01-152015-01-15
718,463.3399999999999,2015-01-152015-01-152015-01-152015-01-152015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-172015-01-172015-01-182015-01-182015-01-182015-01-182015-02-022015-02-242015-03-162015-03-182015-03-182015-03-182015-04-152015-04-152015-04-152015-04-15
719,141.12,2015-01-152015-01-152015-01-152015-01-152015-01-162015-01-162015-04-022015-04-242015-04-24
720,23.4,2015-01-152015-01-152015-01-15
721,121.51000000000002,2015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-182015-01-182015-01-182015-01-182015-01-182015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-08
722,120.85000000000001,2015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-02-072015-02-072015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-03-022015-03-022015-03-022015-03-022015-03-02
723,81.27000000000001,2015-01-152015-01-172015-01-172015-01-172015-01-192015-01-192015-01-292015-01-292015-01-292015-01-292015-01-29
724,100.94,2015-01-152015-01-152015-01-152015-01-152015-01-152015-01-15
725,24.32,2015-01-152015-01-152015-01-152015-01-15
726,351.02000000000004,2015-01-152015-01-152015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-132015-02-132015-02-132015-02-132015-02-132015-02-152015-02-152015-02-152015-02-152015-02-152015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-17
727,73.97999999999999,2015-01-152015-01-152015-01-152015-01-152015-01-192015-01-192015-01-192015-04-212015-04-212015-04-212015-04-21
728,75.79999999999998,2015-01-152015-01-152015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
729,561.69,2015-01-152015-01-152015-01-152015-01-152015-01-182015-01-182015-01-182015-01-282015-01-282015-01-282015-01-282015-01-292015-01-292015-01-292015-01-312015-01-312015-01-312015-01-312015-02-022015-02-022015-02-022015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-172015-02-172015-02-172015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-03-022015-03-022015-03-022015-03-062015-03-062015-03-062015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-112015-04-202015-04-202015-04-222015-04-222015-04-222015-04-222015-04-272015-04-272015-04-272015-04-272015-04-292015-04-29
730,847.3599999999998,2015-01-152015-01-152015-01-162015-01-162015-01-162015-01-162015-01-162015-01-222015-01-222015-01-222015-01-222015-01-222015-03-092015-03-092015-03-092015-03-092015-03-122015-03-122015-03-122015-03-122015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-172015-03-172015-03-182015-03-182015-03-182015-03-182015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-132015-04-132015-04-132015-04-132015-04-212015-04-212015-04-212015-04-222015-04-22
731,111.80999999999996,2015-01-152015-01-212015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-122015-02-122015-02-232015-02-232015-02-242015-02-242015-02-242015-03-172015-03-172015-03-172015-03-172015-03-202015-03-232015-03-232015-04-082015-04-082015-04-082015-04-102015-04-142015-04-142015-04-142015-04-212015-04-21
732,505.01000000000005,2015-01-152015-01-152015-01-152015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-03-012015-03-012015-03-012015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
733,460.38999999999993,2015-01-152015-01-152015-01-152015-01-152015-01-152015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-092015-02-102015-02-102015-02-102015-02-102015-02-252015-02-252015-02-252015-03-112015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-13
734,21.79,2015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-15
735,51.239999999999995,2015-01-152015-01-152015-01-242015-01-242015-01-24
736,254.32,2015-01-152015-01-152015-01-152015-01-152015-01-222015-01-222015-01-222015-02-052015-02-052015-03-022015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-04-04
737,113.78999999999999,2015-01-152015-01-202015-01-202015-01-202015-01-202015-01-202015-01-20
738,89.61,2015-01-152015-01-152015-01-192015-01-192015-01-192015-02-092015-02-092015-03-11
739,334.22999999999996,2015-01-152015-01-192015-01-192015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-18
740,202.56000000000003,2015-01-152015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-03-252015-03-252015-03-252015-03-252015-03-252015-04-132015-04-132015-04-132015-04-132015-04-132015-04-172015-04-172015-04-242015-04-242015-04-242015-04-242015-04-24
741,111.97999999999999,2015-01-162015-01-162015-01-162015-01-262015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-04-132015-04-132015-04-13
742,53.03,2015-01-162015-01-162015-01-162015-01-212015-01-212015-01-212015-01-21
743,75.3,2015-01-162015-01-162015-01-162015-01-162015-01-162015-02-062015-02-06
744,21.77,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-16
745,533.02,2015-01-162015-01-162015-01-162015-01-162015-01-172015-01-172015-01-172015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-02-102015-02-102015-02-102015-02-162015-02-162015-04-262015-04-262015-04-262015-04-292015-04-292015-04-29
746,767.8699999999999,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-04-012015-04-012015-04-012015-04-012015-04-01
747,118.9,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-16
748,215.00000000000003,2015-01-162015-01-162015-01-162015-01-162015-02-162015-02-162015-02-162015-02-272015-04-102015-04-102015-04-222015-04-222015-04-222015-04-22
749,118.47999999999999,2015-01-162015-01-162015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-01-30
750,295.37999999999994,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-172015-01-172015-01-172015-01-172015-01-172015-01-192015-01-192015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-02-152015-02-152015-02-152015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-04-072015-04-072015-04-072015-04-072015-04-082015-04-08
751,268.12000000000006,2015-01-162015-01-162015-01-162015-01-162015-01-162015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-172015-04-172015-04-172015-04-172015-04-172015-04-17
752,622.5899999999999,2015-01-162015-01-162015-01-162015-01-162015-01-302015-01-302015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-152015-02-152015-02-152015-02-152015-02-152015-02-212015-02-212015-02-212015-02-212015-03-172015-03-172015-03-172015-03-172015-03-172015-03-182015-03-182015-03-182015-03-252015-03-252015-03-252015-04-062015-04-062015-04-082015-04-082015-04-082015-04-082015-04-212015-04-212015-04-212015-04-212015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
753,135.61,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-02-072015-02-072015-02-072015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
754,241.64000000000001,2015-01-162015-01-162015-01-162015-01-162015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-222015-01-222015-01-222015-02-182015-02-182015-02-182015-02-182015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-292015-04-292015-04-29
755,161.59000000000006,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-03-172015-03-172015-03-172015-03-172015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-08
756,131.67000000000002,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-222015-01-22
757,111.89,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-15
758,1045.9299999999998,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-03-122015-03-122015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-12
759,79.6,2015-01-162015-01-162015-01-162015-01-162015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-06
760,23.83,2015-01-162015-01-162015-01-162015-01-16
761,454.67999999999995,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-03-012015-03-012015-03-012015-03-012015-03-012015-03-122015-03-122015-03-122015-03-142015-03-142015-03-142015-03-172015-03-172015-03-182015-03-182015-03-182015-03-302015-03-302015-03-302015-03-302015-03-302015-04-072015-04-082015-04-082015-04-202015-04-202015-04-27
762,8.78,2015-01-162015-01-162015-01-162015-01-162015-01-16
763,769.1600000000001,2015-01-162015-01-162015-01-162015-01-162015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-21
764,106.1,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-04-022015-04-022015-04-082015-04-082015-04-082015-04-08
765,71.58,2015-01-162015-01-162015-01-162015-01-162015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-27
766,286.9100000000001,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-03-042015-03-042015-03-042015-03-042015-03-052015-03-052015-03-052015-03-122015-03-122015-03-262015-03-262015-03-262015-04-022015-04-022015-04-022015-04-022015-04-152015-04-152015-04-172015-04-172015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-302015-04-30
767,18.64,2015-01-162015-01-162015-01-162015-01-162015-01-16
768,40.01,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-16
769,395.60999999999996,2015-01-162015-01-162015-01-162015-01-162015-01-192015-01-222015-01-222015-01-222015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-03-042015-03-042015-03-042015-03-042015-03-042015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-122015-03-122015-03-122015-03-122015-03-122015-03-252015-03-252015-03-252015-03-252015-03-252015-03-302015-03-302015-03-302015-03-302015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-182015-04-182015-04-182015-04-182015-04-232015-04-232015-04-232015-04-232015-04-232015-04-292015-04-29
770,460.62,2015-01-162015-01-162015-02-132015-02-132015-02-132015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-212015-03-262015-03-262015-03-262015-03-262015-04-202015-04-262015-04-262015-04-262015-04-262015-04-272015-04-272015-04-27
771,17.43,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-16
772,41.98,2015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-302015-01-302015-01-302015-01-302015-01-30
773,113.54000000000002,2015-01-162015-01-162015-02-092015-02-092015-02-092015-02-182015-02-182015-02-182015-02-182015-02-182015-03-172015-03-172015-03-172015-04-212015-04-212015-04-21
774,356.93000000000006,2015-01-162015-01-162015-01-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-04-142015-04-142015-04-142015-04-142015-04-142015-04-14
775,15.6,2015-01-162015-01-16
776,16.990000000000002,2015-01-162015-01-16
777,72.33999999999999,2015-01-162015-01-302015-01-302015-03-012015-04-082015-04-082015-04-222015-04-22
778,11.0,2015-01-162015-01-16
779,103.85,2015-01-162015-01-192015-01-192015-01-222015-01-222015-01-222015-03-182015-03-182015-03-182015-04-142015-04-14
780,308.5899999999999,2015-01-172015-01-172015-01-172015-01-182015-01-182015-01-202015-01-202015-01-202015-02-182015-03-082015-03-082015-03-082015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-132015-03-132015-03-132015-03-132015-03-132015-04-142015-04-142015-04-142015-04-142015-04-14
781,25.159999999999997,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-17
782,860.5999999999997,2015-01-172015-01-172015-01-172015-02-112015-02-252015-02-252015-02-252015-02-252015-03-072015-03-072015-03-072015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-04-182015-04-182015-04-182015-04-182015-04-18
783,632.65,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-02-052015-02-052015-02-052015-02-052015-02-052015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-092015-03-092015-03-092015-03-092015-03-162015-03-162015-03-162015-03-162015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-242015-03-242015-03-242015-04-112015-04-112015-04-112015-04-112015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-172015-04-172015-04-222015-04-222015-04-222015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-25
784,42.4,2015-01-172015-01-172015-01-172015-01-17
785,317.4199999999999,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-182015-01-182015-01-182015-01-182015-01-182015-01-302015-01-302015-01-302015-01-312015-01-312015-02-242015-02-242015-02-242015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-02-282015-02-282015-02-282015-02-282015-02-282015-02-282015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-18
786,195.02000000000004,2015-01-172015-01-172015-01-202015-02-102015-02-102015-02-102015-02-102015-02-102015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-182015-04-182015-04-18
787,466.69999999999993,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-222015-01-222015-01-222015-01-222015-02-232015-02-232015-02-232015-02-232015-02-232015-02-232015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-04-102015-04-102015-04-10
788,177.56000000000003,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-04-152015-04-152015-04-152015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
789,212.79000000000002,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-03-012015-03-292015-03-302015-03-30
790,103.13,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-17
791,440.4399999999999,2015-01-172015-01-172015-01-172015-01-172015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-262015-01-262015-01-262015-01-262015-01-262015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
792,480.5900000000001,2015-01-172015-01-172015-01-172015-01-182015-01-182015-01-182015-01-182015-02-092015-02-172015-02-172015-02-172015-02-212015-02-212015-02-272015-03-072015-03-072015-03-192015-03-202015-03-242015-03-242015-03-252015-03-252015-04-24
793,26.300000000000004,2015-01-172015-01-172015-01-17
794,82.57,2015-01-172015-01-172015-01-172015-01-17
795,69.77,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-02-022015-02-022015-02-022015-03-11
796,1117.1299999999999,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-222015-01-222015-01-222015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-272015-02-272015-02-272015-03-172015-03-172015-03-172015-04-032015-04-032015-04-032015-04-032015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-102015-04-102015-04-10
797,108.5,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-26
798,2.96,2015-01-17
799,45.92,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-17
800,63.28999999999999,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-02-05
801,87.39000000000001,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-312015-01-312015-01-312015-03-042015-03-042015-03-252015-03-25
802,26.5,2015-01-172015-01-172015-01-172015-01-17
803,741.4699999999998,2015-01-172015-01-172015-01-172015-01-172015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-132015-02-132015-02-132015-02-132015-02-132015-02-132015-02-132015-02-132015-02-132015-02-152015-02-152015-02-152015-02-152015-02-152015-02-202015-02-202015-02-202015-02-202015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-03-082015-03-082015-03-082015-03-082015-03-232015-03-232015-04-142015-04-172015-04-172015-04-232015-04-232015-04-232015-04-282015-04-282015-04-282015-04-30
804,341.9599999999999,2015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-142015-03-142015-03-142015-03-242015-03-242015-03-242015-03-242015-03-242015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-12
805,358.65,2015-01-172015-01-172015-01-172015-01-182015-01-222015-01-222015-01-222015-01-222015-01-222015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-03-192015-03-212015-03-212015-03-212015-03-222015-04-152015-04-152015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-192015-04-192015-04-202015-04-202015-04-202015-04-202015-04-20
806,25.1,2015-01-172015-01-172015-01-172015-01-172015-01-17
807,36.220000000000006,2015-01-172015-01-172015-01-172015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-24
808,103.94,2015-01-172015-01-172015-01-172015-03-292015-03-292015-03-292015-03-292015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-05
809,162.05,2015-01-172015-01-172015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-02-052015-02-052015-02-062015-02-062015-02-062015-02-062015-02-132015-02-13
810,77.3,2015-01-172015-01-312015-01-312015-01-312015-01-312015-01-31
811,217.86,2015-01-172015-01-172015-01-192015-01-212015-01-212015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-182015-02-182015-02-182015-02-242015-02-242015-03-052015-03-052015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-292015-03-292015-03-292015-03-292015-04-152015-04-152015-04-27
812,140.29000000000002,2015-01-172015-01-172015-01-172015-01-172015-01-182015-01-182015-01-182015-01-182015-01-182015-02-062015-02-062015-02-082015-02-082015-02-082015-02-082015-02-082015-02-212015-02-212015-02-212015-02-212015-02-21
813,6.74,2015-01-17
814,332.95000000000005,2015-01-172015-01-172015-01-172015-01-172015-02-102015-02-102015-02-102015-02-102015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-04-012015-04-012015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-24
815,10.4,2015-01-172015-01-172015-01-17
816,270.90999999999997,2015-01-172015-01-212015-01-212015-01-212015-02-022015-02-022015-02-022015-02-022015-02-022015-02-032015-02-032015-02-032015-04-152015-04-152015-04-152015-04-262015-04-262015-04-262015-04-262015-04-292015-04-292015-04-29
817,68.85,2015-01-172015-01-17
818,97.80000000000001,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-01
819,733.6099999999996,2015-01-182015-01-182015-01-182015-01-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-262015-02-282015-02-282015-02-282015-02-282015-02-282015-03-042015-03-042015-03-042015-03-052015-03-052015-03-052015-03-052015-03-052015-03-062015-03-062015-03-062015-03-062015-03-272015-03-272015-03-272015-03-272015-04-012015-04-012015-04-012015-04-032015-04-032015-04-032015-04-032015-04-072015-04-072015-04-072015-04-072015-04-072015-04-182015-04-182015-04-182015-04-272015-04-272015-04-302015-04-302015-04-302015-04-30
820,32.77,2015-01-182015-01-182015-01-182015-01-182015-03-11
821,23.68,2015-01-182015-01-182015-01-18
822,19.68,2015-01-182015-01-182015-01-18
823,113.84,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-18
824,132.44,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-03-212015-03-21
825,119.72,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-18
826,50.15,2015-01-182015-01-182015-01-182015-01-182015-01-182015-02-02
827,250.28000000000011,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-292015-01-292015-01-292015-01-292015-01-292015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-192015-03-192015-03-192015-03-192015-03-19
828,5.9,2015-01-182015-01-18
829,11.1,2015-01-182015-01-18
830,23.0,2015-01-182015-01-18
831,115.52000000000002,2015-01-182015-01-182015-01-182015-01-182015-01-222015-01-222015-01-222015-01-222015-01-232015-01-232015-01-262015-01-262015-01-282015-01-282015-01-282015-01-282015-01-282015-01-28
